unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
482,object,sky,0.06103309494281549,blue-c,61494563.0,3630613.0,2019096.0,0.03199526891862084,sky,36622673.0,3147622.0,2287680.0,0.06103309494281549,cloud,129326.0,839517.0,7985.0,0.008310281019672001,highway-s,4076800.0,1569246.0,242085.0,0.04479769561623409,,24924928.0,292407.0,205771.0,0.00822703450292033
356,texture,zigzagged,0.05284698130762855,pink-c,18491188.0,3640886.0,239138.0,0.010923066691466142,bed,5899566.0,1305305.0,107260.0,0.01511212716504187,drawer,540514.0,548704.0,6235.0,0.00575724642030392,swimming_pool-outdoor-s,263424.0,894104.0,16297.0,0.014280193930939485,zigzagged,1618176.0,1575111.0,160285.0,0.05284698130762855
264,texture,zigzagged,0.05047357123597032,white-c,72511065.0,3513941.0,578237.0,0.007664171808338141,mountain,5469345.0,1414656.0,71027.0,0.010425256283085771,roof,443437.0,427991.0,12651.0,0.014731414558144895,valley-s,501760.0,714988.0,17239.0,0.014371713759546614,zigzagged,1618176.0,1350435.0,142637.0,0.05047357123597032
37,object,sky,0.048793142748707795,blue-c,61494563.0,5396224.0,1852661.0,0.028485768486010806,sky,36622673.0,3701632.0,1876013.0,0.048793142748707795,cloud,129326.0,620096.0,7156.0,0.00964074873428124,highway-s,4076800.0,2113408.0,216896.0,0.03631084396729988,gauzy,1630720.0,739648.0,45248.0,0.019460500963391136
489,texture,grooved,0.04878599558791188,brown-c,182265724.0,3340326.0,1116400.0,0.006051287971981084,swimming pool,200439.0,1170279.0,11926.0,0.008776913611501982,coach,689166.0,328172.0,6522.0,0.006452212865645181,corridor-s,1530368.0,685381.0,34660.0,0.01589114428617998,grooved,1505280.0,807613.0,107588.0,0.04878599558791188
179,texture,gauzy,0.04863127609290501,white-c,72511065.0,3714465.0,827259.0,0.010971856370552582,sky,36622673.0,1661874.0,472312.0,0.012490983407883719,clouds,116722.0,704202.0,5218.0,0.006396912613122864,bathroom-s,9257472.0,834004.0,185809.0,0.018757848411419444,gauzy,1630720.0,1124695.0,127785.0,0.04863127609290501
464,texture,chequered,0.048050506002066326,purple-c,10857154.0,3539664.0,140293.0,0.009840616840359064,field,1883336.0,1128519.0,21090.0,0.007051707506273479,screen,677188.0,418193.0,5919.0,0.00543295681721804,jail_cell-s,238336.0,548563.0,12581.0,0.016247846492009742,chequered,1530368.0,1862837.0,155570.0,0.048050506002066326
184,texture,perforated,0.047319446716340585,blue-c,61494563.0,3734258.0,990757.0,0.01542320764835005,sea,2272224.0,1210662.0,51676.0,0.01506057629815721,cloud,129326.0,250853.0,2112.0,0.005586311420991516,beach-s,990976.0,709756.0,29426.0,0.017606590295254132,perforated,1793792.0,2342305.0,186875.0,0.047319446716340585
106,object,sky,0.047150065183531,blue-c,61494563.0,2936560.0,1234811.0,0.019539288938253234,sky,36622673.0,2375851.0,1755988.0,0.047150065183531,cloud,129326.0,323619.0,4059.0,0.009042384926239622,highway-s,4076800.0,1194380.0,127816.0,0.02485066194031766,chequered,1530368.0,382038.0,55037.0,0.02963169946305769
381,texture,matted,0.04665686777530593,white-c,72511065.0,3469069.0,535857.0,0.0071026858670804145,field,1883336.0,1579034.0,35093.0,0.010239324104821408,water tank,81859.0,565492.0,3824.0,0.005942252617217303,bathroom-s,9257472.0,876239.0,148348.0,0.014856545525685947,matted,1593088.0,1060879.0,118306.0,0.04665686777530593
480,texture,zigzagged,0.046503533688474666,white-c,72511065.0,3657275.0,1591719.0,0.021343404657607108,windowpane,8841352.0,1571404.0,155587.0,0.015168610364126789,pane,480756.0,538293.0,7621.0,0.00753489126265043,airport_terminal-s,1480192.0,976131.0,33174.0,0.013690449906299612,zigzagged,1618176.0,1412628.0,134680.0,0.046503533688474666
20,texture,zigzagged,0.045250723466047284,pink-c,18491188.0,3311097.0,177448.0,0.008205749712703037,bed,5899566.0,1578964.0,110565.0,0.015006178775279199,headboard,500152.0,885891.0,10431.0,0.007582806779818728,bathroom-s,9257472.0,1038375.0,115846.0,0.011379763125760008,zigzagged,1618176.0,500958.0,91741.0,0.045250723466047284
192,texture,striped,0.04519191666789156,red-c,21004512.0,3225022.0,227433.0,0.009475545494954796,ball,122639.0,901928.0,11601.0,0.011452506796871759,hand,398768.0,412715.0,4083.0,0.00505697299975229,ball_pit-s,275968.0,448400.0,18785.0,0.026623373862465504,striped,2433536.0,979626.0,147578.0,0.04519191666789156
420,texture,grooved,0.04474763180699393,grey-c,159331282.0,3497735.0,1526796.0,0.009465436932824377,water,5655946.0,1559475.0,72017.0,0.010081608152079877,crosswalk,241792.0,669517.0,7923.0,0.008770337375164104,bathroom-s,9257472.0,941270.0,145313.0,0.014454073331596613,grooved,1505280.0,774515.0,97646.0,0.04474763180699393
77,texture,meshed,0.04471721588756655,white-c,72511065.0,3299668.0,801193.0,0.010681214682825678,ball,122639.0,827657.0,9027.0,0.009590244659071955,screen,677188.0,272900.0,10244.0,0.010899681223692441,ball_pit-s,275968.0,449047.0,13550.0,0.019045209532443617,meshed,1756160.0,1696551.0,147787.0,0.04471721588756655
55,scene,lighthouse-s,0.044611557055898816,blue-c,61494563.0,3288386.0,1234232.0,0.0194218240472109,sky,36622673.0,2659977.0,1174609.0,0.030823127328954012,roof,443437.0,856369.0,15463.0,0.012039618699989022,lighthouse-s,589568.0,1598818.0,93458.0,0.044611557055898816,,24924928.0,224551.0,161190.0,0.006450621729242847
233,texture,flecked,0.043942806837903456,purple-c,10857154.0,3356983.0,137273.0,0.009751674804842897,field,1883336.0,1042261.0,38418.0,0.013306414323462452,screen,677188.0,301946.0,9594.0,0.00989541432019308,forest-broadleaf-s,1216768.0,499931.0,50675.0,0.030416728690583088,flecked,1580544.0,1944973.0,148400.0,0.043942806837903456
68,scene,beach-s,0.043398816982267364,blue-c,61494563.0,3646018.0,1747854.0,0.027571838012269135,sky,36622673.0,2711649.0,1250166.0,0.03282640686588932,cloud,129326.0,889729.0,10729.0,0.010640407963297583,beach-s,990976.0,1322283.0,96217.0,0.043398816982267364,smeared,1869056.0,651463.0,37587.0,0.015138151185775526
260,texture,matted,0.042624575720124444,brown-c,182265724.0,3411308.0,1130817.0,0.0061275545532050064,field,1883336.0,1204854.0,15649.0,0.005093178577600755,torso,7669375.0,502605.0,43067.0,0.005298002328232569,bank_vault-s,125440.0,531629.0,5309.0,0.008145636430587945,matted,1593088.0,1440570.0,124022.0,0.042624575720124444
424,texture,grooved,0.04208068650545906,blue-c,61494563.0,3581450.0,474977.0,0.0073524672266865815,sky,36622673.0,1348314.0,374562.0,0.009962702570789643,screen,677188.0,284453.0,3902.0,0.004074178873367378,highway-s,4076800.0,726610.0,62940.0,0.0132771645005664,grooved,1505280.0,1585994.0,124830.0,0.04208068650545906
