unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
222,object,grass,0.14966909721211077,green-c,63326720.0,3700561.0,2616392.0,0.04062033672598433,grass,12961339.0,3383003.0,2127780.0,0.14966909721211077,wing,323329.0,877063.0,5121.0,0.004284384043451234,pasture-s,852992.0,1612134.0,133877.0,0.05742715600092482,veined,1806336.0,483751.0,50850.0,0.022708627983549754
420,texture,grooved,0.11765038286593654,grey-c,159331282.0,3627728.0,1071438.0,0.006618407989959847,stairway,494268.0,1066736.0,82045.0,0.05547483060720412,riser,23757.0,260948.0,7994.0,0.028889346646862598,staircase-s,865536.0,728865.0,57023.0,0.037091073242884964,grooved,1505280.0,1382362.0,303970.0,0.11765038286593654
225,texture,zigzagged,0.11108985193868334,brown-c,182265724.0,3477834.0,1205300.0,0.006531436966311885,stairway,494268.0,1138665.0,27435.0,0.017088155824547896,riser,23757.0,308101.0,4898.0,0.014980425740151695,staircase-s,865536.0,808429.0,42016.0,0.025745902598671894,zigzagged,1618176.0,1041482.0,265920.0,0.11108985193868334
134,object,water,0.10340733376088065,grey-c,159331282.0,3514619.0,2077722.0,0.012923714213370545,water,5655946.0,2898493.0,801691.0,0.10340733376088065,torso,7669375.0,1040648.0,49252.0,0.005686791626288237,sandbar-s,163072.0,973321.0,26023.0,0.02343633203346632,marbled,1693440.0,373616.0,35229.0,0.01733858246789712
504,texture,grid,0.09606240906840213,white-c,72511065.0,3649940.0,1008567.0,0.013420283184958018,ceiling,12122565.0,1042299.0,325084.0,0.025318502341940437,riser,23757.0,218281.0,2388.0,0.009964531608595865,atrium-public-s,238336.0,686259.0,27270.0,0.03039032680466943,grid,1682240.0,1976812.0,320691.0,0.09606240906840213
511,object,water,0.09571505233311517,blue-c,61494563.0,3427246.0,745157.0,0.011611029506494045,water,5655946.0,3009591.0,756969.0,0.09571505233311517,body,1291612.0,804803.0,22485.0,0.010841735256252621,beach-s,990976.0,1079377.0,112775.0,0.05760945413158505,stratified,1568000.0,346002.0,24628.0,0.013035005245123518
62,texture,zigzagged,0.0954285383052142,brown-c,182265724.0,3639747.0,1340545.0,0.007263270595627687,stairway,494268.0,956940.0,22955.0,0.016072082467181933,riser,23757.0,336426.0,3223.0,0.009029022859704165,staircase-s,865536.0,663963.0,41864.0,0.028141311544834586,zigzagged,1618176.0,1594453.0,279869.0,0.0954285383052142
424,texture,grooved,0.09501851572777499,grey-c,159331282.0,3554716.0,1451300.0,0.008990012791426041,sand,921203.0,993039.0,54585.0,0.029352186989321148,riser,23757.0,285847.0,3648.0,0.011923283086456871,desert-sand-s,275968.0,471606.0,12228.0,0.01662890666434576,grooved,1505280.0,1931636.0,298233.0,0.09501851572777499
228,scene,skyscraper-s,0.09317701844676043,blue-c,61494563.0,3328129.0,491990.0,0.007647825761329326,skyscraper,1270392.0,2635278.0,265183.0,0.07284272681100083,column,193649.0,619240.0,13819.0,0.01729385410539752,skyscraper-s,4402944.0,1958745.0,542239.0,0.09317701844676043,zigzagged,1618176.0,377376.0,31021.0,0.015790537283453403
331,object,road,0.09174603499101432,grey-c,159331282.0,3680493.0,2066971.0,0.012842732095905376,road,12902886.0,3331740.0,1364294.0,0.09174603499101432,wheel,1513439.0,1389798.0,41713.0,0.014577197325620893,highway-s,4076800.0,2354944.0,424457.0,0.0706570203820793,,24924928.0,143981.0,133003.0,0.005333794569164642
457,texture,grooved,0.0913936270873738,grey-c,159331282.0,3457729.0,997260.0,0.006163849478333416,track,493725.0,1547694.0,77232.0,0.03932008510391322,coach,689166.0,458188.0,19021.0,0.01685761207019559,sauna-s,238336.0,813180.0,31536.0,0.030918253299084292,grooved,1505280.0,747375.0,188638.0,0.0913936270873738
123,part,wheel,0.08800958160511894,grey-c,159331282.0,3296197.0,1203305.0,0.00745430483045247,car,5354795.0,2502121.0,412393.0,0.05539549008042557,wheel,1513439.0,1966700.0,281510.0,0.08800958160511894,highway-s,4076800.0,647829.0,125455.0,0.027277724217435566,spiralled,1605632.0,127075.0,17768.0,0.01036071836957466
174,texture,zigzagged,0.0869880514202324,pink-c,18491188.0,3351870.0,200872.0,0.009281502339920745,bicycle,1152271.0,1259919.0,49967.0,0.021152533016569563,wheel,1513439.0,535441.0,47348.0,0.02365587959622929,ball_pit-s,275968.0,549569.0,18621.0,0.02307675148342578,zigzagged,1618176.0,1655457.0,261978.0,0.0869880514202324
19,texture,cracked,0.0828374049871069,grey-c,159331282.0,3148192.0,1381188.0,0.008573573526412318,sink,489770.0,1400951.0,36575.0,0.019726062564652407,torso,7669375.0,877103.0,110368.0,0.013082807123188295,bathroom-s,9257472.0,686091.0,126610.0,0.0128970771276994,cracked,1593088.0,848379.0,186773.0,0.0828374049871069
493,texture,grid,0.08238735698471289,white-c,72511065.0,3465075.0,660391.0,0.008768298911825201,toilet,310112.0,1250273.0,31219.0,0.020415703723467564,lid,90429.0,631815.0,12170.0,0.017139058745989852,atrium-public-s,238336.0,780916.0,26584.0,0.02678035355224506,grid,1682240.0,1292588.0,226433.0,0.08238735698471289
198,texture,grooved,0.08072122081834902,grey-c,159331282.0,3389194.0,1196243.0,0.007405966137601161,stairway,494268.0,1649217.0,46002.0,0.02193200135591087,crosswalk,241792.0,458426.0,7164.0,0.010336856868295975,escalator-outdoor-s,137984.0,939057.0,20054.0,0.018972797205642076,grooved,1505280.0,552946.0,153733.0,0.08072122081834902
124,texture,grooved,0.08058153653603341,grey-c,159331282.0,3352882.0,1121886.0,0.006943984783378704,stairway,494268.0,1707979.0,56372.0,0.02626993650608726,wing,323329.0,675081.0,11840.0,0.0120011757908714,staircase-s,865536.0,978828.0,44562.0,0.024759390199588623,grooved,1505280.0,547826.0,153105.0,0.08058153653603341
375,scene,highway-s,0.078258781059973,green-c,63326720.0,3152408.0,684163.0,0.010398409665542037,road,12902886.0,2665461.0,463521.0,0.03068694733722851,body,1291612.0,855067.0,35622.0,0.016874011454925186,highway-s,4076800.0,1440689.0,400453.0,0.078258781059973,studded,1593088.0,340160.0,25919.0,0.013589160548599639
74,texture,grooved,0.07725077190732085,brown-c,182265724.0,3160049.0,1096383.0,0.005947955450837221,stairway,494268.0,1555464.0,34116.0,0.01692584301771766,column,193649.0,368325.0,5811.0,0.010448375745959367,skyscraper-s,4402944.0,977433.0,99871.0,0.018913149611041062,grooved,1505280.0,809273.0,165979.0,0.07725077190732085
372,scene,highway-s,0.07650944878863558,green-c,63326720.0,3204537.0,663458.0,0.010072569754456195,road,12902886.0,2980698.0,530333.0,0.034542065390580794,crosswalk,241792.0,884289.0,8057.0,0.007206464261947865,highway-s,4076800.0,1889365.0,424026.0,0.07650944878863558,,24924928.0,202209.0,160789.0,0.006440229063537847
57,object,water,0.0764688415382073,blue-c,61494563.0,3216621.0,787064.0,0.012312472975771899,water,5655946.0,2518936.0,580717.0,0.0764688415382073,wing,323329.0,774205.0,11241.0,0.010348036855618144,beach-s,990976.0,931196.0,84387.0,0.04591777601841347,marbled,1693440.0,472626.0,36012.0,0.01690661363514728
152,texture,grooved,0.07435159385660947,brown-c,182265724.0,3354493.0,1177878.0,0.006386158440551982,cabinet,5324231.0,1095520.0,100180.0,0.015852341875738085,drawer,540514.0,425926.0,15815.0,0.016636423405654174,utility_room-s,413952.0,865197.0,22685.0,0.018054635867004547,grooved,1505280.0,1295936.0,193861.0,0.07435159385660947
77,texture,grooved,0.07342157878362783,pink-c,18491188.0,3383355.0,140314.0,0.0064558995858560245,skyscraper,1270392.0,671114.0,47864.0,0.025276160963899195,screen,677188.0,127447.0,18366.0,0.023358418047767365,skyscraper-s,4402944.0,435112.0,74166.0,0.015568369546735966,grooved,1505280.0,2093412.0,246149.0,0.07342157878362783
427,object,water,0.07112964743593789,blue-c,61494563.0,3459764.0,919869.0,0.014365218801414701,water,5655946.0,2830295.0,563539.0,0.07112964743593789,column,193649.0,672264.0,4170.0,0.00483902973392299,jacuzzi-indoor-s,526848.0,1423195.0,38440.0,0.02010877781631437,,24924928.0,317699.0,219737.0,0.008781439713798047
340,texture,banded,0.07067277316399748,blue-c,61494563.0,3550532.0,714074.0,0.011099994822093683,sky,36622673.0,1115502.0,614924.0,0.01656438979441752,wing,323329.0,382223.0,5997.0,0.008572592576709477,sandbar-s,163072.0,432821.0,20667.0,0.03592848723805947,banded,2571520.0,2361426.0,325613.0,0.07067277316399748
