epoch,layer,unit,label,score,category
0,layer4,205,grass,0.057192037563593055,object
0,layer4,320,skyscraper,0.05709741775481391,object
0,layer4,195,bed,0.05691999825218313,object
0,layer4,292,pleated,0.0563386729150454,texture
0,layer4,279,wheel,0.05622981915343818,part
0,layer4,179,gauzy,0.05605530768082181,texture
0,layer4,117,bed,0.05600011941076217,object
0,layer4,401,highway-s,0.0558890717899589,scene
0,layer4,3,zigzagged,0.05556488122745617,texture
0,layer4,125,grooved,0.05525861437666538,texture
0,layer4,278,gauzy,0.05492396106532839,texture
0,layer4,315,grid,0.054559884992063254,texture
0,layer4,362,sprinkled,0.05438428357831456,texture
0,layer4,398,highway-s,0.054125816870923146,scene
0,layer4,328,corridor-s,0.053775781849006825,scene
0,layer4,1,skyscraper,0.05376581441948812,object
0,layer4,50,water,0.05362227299748951,object
0,layer4,386,water,0.05355690221323512,object
0,layer4,199,corridor-s,0.05341619173261196,scene
0,layer4,470,highway-s,0.053368926641808,scene
0,layer4,182,marbled,0.0528661809659103,texture
0,layer4,55,lighthouse-s,0.05262904233481094,scene
0,layer4,327,bed,0.05259689880095681,object
0,layer4,246,pleated,0.05244173226963362,texture
0,layer4,439,pleated,0.05238383825706061,texture
0,layer4,142,highway-s,0.05191507378486323,scene
0,layer4,271,zigzagged,0.051911120089687984,texture
0,layer4,357,utility_room-s,0.05176391586924719,scene
0,layer4,161,screen,0.05165586869738502,part
0,layer4,371,water,0.051571736558163335,object
0,layer4,194,skyscraper-s,0.051261432274809275,scene
0,layer4,121,screen,0.05113911134134527,part
0,layer4,220,bathroom-s,0.050714647697859376,scene
0,layer4,169,waterfall-fan-s,0.050182963453652134,scene
0,layer4,204,water_tower-s,0.05016448986498451,scene
0,layer4,17,ball_pit-s,0.04978732136211711,scene
0,layer4,425,waterfall-fan-s,0.0497755958541139,scene
0,layer4,313,road,0.049494138637346474,object
0,layer4,5,corridor-s,0.04931382494669976,scene
0,layer4,358,grooved,0.04925599517033956,texture
0,layer4,490,bed,0.048907497446807995,object
0,layer4,410,grid,0.048893142750366464,texture
0,layer4,431,torso,0.04883158366828038,part
0,layer4,298,lacelike,0.04842239341395577,texture
0,layer4,112,corridor-s,0.04804826241657902,scene
0,layer4,338,potholed,0.04802890320333108,texture
0,layer4,87,pitted,0.04786217780759294,texture
0,layer4,138,frilly,0.047812663466504736,texture
0,layer4,223,honeycombed,0.04740499878864571,texture
0,layer4,180,road,0.047159874154286345,object
0,layer4,443,person,0.04714936972665393,object
0,layer4,395,lined,0.04676795241776832,texture
0,layer4,81,paisley,0.046744642924141586,texture
0,layer4,227,mountain,0.046692473215330224,object
0,layer4,304,grid,0.0466814901971834,texture
0,layer4,474,utility_room-s,0.046640639845981484,scene
0,layer4,262,wheel,0.0464746482129671,part
0,layer4,89,corridor-s,0.04645363852529692,scene
0,layer4,449,water,0.04600862740383151,object
0,layer4,75,water,0.04587766457733011,object
0,layer4,294,airplane,0.04584219885127486,object
0,layer4,178,road,0.04574313600009486,object
0,layer4,193,utility_room-s,0.0456326809034998,scene
0,layer4,251,mountain,0.04547069197255421,object
0,layer4,94,grooved,0.04534578146933973,texture
0,layer4,335,skyscraper-s,0.045263490989048735,scene
0,layer4,325,tower-s,0.04522286956343782,scene
0,layer4,394,dotted,0.044967276924348876,texture
0,layer4,20,grooved,0.04483219516578309,texture
0,layer4,244,bed,0.04472320713656803,object
0,layer4,402,skyscraper-s,0.04466744427284578,scene
0,layer4,419,beach-s,0.04438152927749978,scene
0,layer4,4,skyscraper-s,0.04431152370670428,scene
0,layer4,206,grooved,0.044189042739733675,texture
0,layer4,463,grid,0.044116649347039,texture
0,layer4,192,grooved,0.04395487673069769,texture
0,layer4,144,screen,0.04386564742143885,part
0,layer4,428,car,0.04380944827206506,object
0,layer4,445,lacelike,0.04376436784160723,texture
0,layer4,281,water,0.04369651530974394,object
0,layer4,467,sea,0.0433215794164374,object
0,layer4,209,paisley,0.04320429686882577,texture
0,layer4,272,torso,0.04296741932237094,part
0,layer4,434,bathroom-s,0.042880218362904746,scene
0,layer4,107,torso,0.042468235834899344,part
0,layer4,413,highway-s,0.04235375537818398,scene
0,layer4,139,grid,0.04233574629683409,texture
0,layer4,462,corridor-s,0.042308932385493526,scene
0,layer4,507,waterfall-fan-s,0.04220769682726204,scene
0,layer4,60,lighthouse-s,0.04220428089963939,scene
0,layer4,229,grooved,0.04219040168240696,texture
0,layer4,417,gauzy,0.042068312001076774,texture
0,layer4,411,marbled,0.042050020749197864,texture
0,layer4,376,sidewalk,0.042018098333351905,object
0,layer4,61,motorbike,0.04195732522444688,object
0,layer4,356,bed,0.04170395484727378,object
0,layer4,468,house,0.041692290416234,object
0,layer4,9,zigzagged,0.041546120516808,texture
0,layer4,261,bed,0.04143124388190998,object
0,layer4,45,gauzy,0.04134852901496,texture
0,layer4,299,road,0.04133633492747304,object
0,layer4,472,water,0.04133046581343809,object
0,layer4,69,grooved,0.04126028173170735,texture
0,layer4,303,water_tower-s,0.04124525128423848,scene
0,layer4,382,dotted,0.040929345794180276,texture
0,layer4,456,lighthouse-s,0.040469369705892044,scene
0,layer4,429,water,0.04045251288246467,object
0,layer4,486,lighthouse-s,0.040451851520105095,scene
0,layer4,432,wheel,0.04040239667892791,part
0,layer4,84,zigzagged,0.04037274547098285,texture
0,layer4,399,windmill-s,0.040326391445212856,scene
0,layer4,185,highway-s,0.04025355415204601,scene
0,layer4,130,highway-s,0.040222428976707546,scene
0,layer4,72,skyscraper-s,0.03982304059215025,scene
0,layer4,361,bathroom-s,0.039746091808790046,scene
0,layer4,2,road,0.03955157869457531,object
0,layer4,347,ball_pit-s,0.039329778348230135,scene
0,layer4,211,bird,0.039315563067741276,object
0,layer4,296,utility_room-s,0.03925040953510704,scene
0,layer4,311,water_tower-s,0.03918046152493465,scene
0,layer4,126,ball_pit-s,0.039108576813573395,scene
0,layer4,37,bathroom-s,0.039088352730379666,scene
0,layer4,147,matted,0.03889401116052597,texture
0,layer4,248,lighthouse-s,0.038654200034623595,scene
0,layer4,282,gauzy,0.038158956807615406,texture
0,layer4,498,zigzagged,0.03810758586966754,texture
0,layer4,235,muzzle,0.03799832814524264,part
0,layer4,189,tower-s,0.037953565399429116,scene
0,layer4,367,lake-natural-s,0.0379454917390656,scene
0,layer4,283,dotted,0.03785475716098231,texture
0,layer4,253,pleated,0.03772770942344286,texture
0,layer4,466,dotted,0.03765870906719219,texture
0,layer4,265,potholed,0.037527079084946555,texture
0,layer4,478,potholed,0.03746192078311017,texture
0,layer4,102,screen,0.03726504070072483,part
0,layer4,157,airplane,0.03723589620323793,object
0,layer4,104,airplane,0.037199008051108914,object
0,layer4,324,utility_room-s,0.03715547954440096,scene
0,layer4,156,spiralled,0.03712400534462255,texture
0,layer4,455,gauzy,0.03711058015097027,texture
0,layer4,249,waterfall-fan-s,0.03705193378105136,scene
0,layer4,275,waterfall-fan-s,0.03693850451737458,scene
0,layer4,243,airplane,0.03692334334982794,object
0,layer4,221,corridor-s,0.036891652524546896,scene
0,layer4,270,spiralled,0.03661510460521425,texture
0,layer4,207,bathroom-s,0.036603220521308676,scene
0,layer4,53,jacuzzi-indoor-s,0.036331667226425904,scene
0,layer4,392,highway-s,0.03624645191855402,scene
0,layer4,51,lacelike,0.03601479532549581,texture
0,layer4,307,water_tower-s,0.036012608183253865,scene
0,layer4,100,utility_room-s,0.03595292925381373,scene
0,layer4,33,airplane,0.0359257102688417,object
0,layer4,149,honeycombed,0.035849675665849366,texture
0,layer4,510,waterfall-fan-s,0.03581580288746714,scene
0,layer4,6,torso,0.035727307845781195,part
0,layer4,391,water,0.03568903565356085,object
0,layer4,451,highway-s,0.03567068165962162,scene
0,layer4,8,water,0.035470985179711326,object
0,layer4,280,screen,0.035329258925981745,part
0,layer4,503,grooved,0.03526999871550958,texture
0,layer4,99,swirly,0.035247020320312905,texture
0,layer4,11,grooved,0.03523114063875047,texture
0,layer4,284,road,0.03518707961373561,object
0,layer4,332,woven,0.03517152049308548,texture
0,layer4,250,road,0.0349826458329931,object
0,layer4,318,gauzy,0.034935998703952496,texture
0,layer4,36,bed,0.034849651868920556,object
0,layer4,158,wheel,0.03468920667519607,part
0,layer4,83,corridor-s,0.03467734571910463,scene
0,layer4,405,bathroom-s,0.034606916595312065,scene
0,layer4,68,beach-s,0.0345862963311955,scene
0,layer4,216,highway-s,0.03454011679640522,scene
0,layer4,342,highway-s,0.03448989208019161,scene
0,layer4,18,frilly,0.03444533883214303,texture
0,layer4,422,corridor-s,0.03443237245713928,scene
0,layer4,202,swimming_pool-outdoor-s,0.03422176146724176,scene
0,layer4,168,airplane,0.03403575477026127,object
0,layer4,234,dotted,0.0340215368074651,texture
0,layer4,285,grooved,0.03398042248263089,texture
0,layer4,177,highway-s,0.033853390355497164,scene
0,layer4,421,waterfall-fan-s,0.03384843475037852,scene
0,layer4,336,airplane,0.03376010039386134,object
0,layer4,267,road,0.033668862859518076,object
0,layer4,154,bed,0.03365676439406212,object
0,layer4,297,bed,0.03364658329077004,object
0,layer4,461,marbled,0.03361488953676955,texture
0,layer4,323,bathroom-s,0.03351467139672775,scene
0,layer4,183,highway-s,0.033405934333682434,scene
0,layer4,98,building,0.03340245159664613,object
0,layer4,366,highway-s,0.03334786038126044,scene
0,layer4,260,potholed,0.03329352947779407,texture
0,layer4,240,airplane,0.03325643070941067,object
0,layer4,200,street-s,0.03321527072669409,scene
0,layer4,93,airplane,0.03320023867337571,object
0,layer4,137,potholed,0.03312783565995251,texture
0,layer4,118,water,0.03300026385825925,object
0,layer4,343,corridor-s,0.03296463863790895,scene
0,layer4,436,lighthouse-s,0.03294235488264459,scene
0,layer4,254,airplane,0.0328964335571605,object
0,layer4,301,skyscraper-s,0.032876229016345904,scene
0,layer4,291,swirly,0.03287170585045451,texture
0,layer4,151,dotted,0.03284819109865772,texture
0,layer4,379,highway-s,0.03284717328573433,scene
0,layer4,384,highway-s,0.03280013804565131,scene
0,layer4,459,corridor-s,0.03272916605638874,scene
0,layer4,136,dog,0.03271418164704105,object
0,layer4,108,potholed,0.032711098376759125,texture
0,layer4,377,water,0.032686131419435376,object
0,layer4,365,headboard,0.03257246978211041,part
0,layer4,213,corridor-s,0.03244617488523528,scene
0,layer4,385,street-s,0.032364885588089684,scene
0,layer4,155,grooved,0.03214102051311354,texture
0,layer4,218,road,0.032090374962537055,object
0,layer4,346,bathroom-s,0.03208120083065156,scene
0,layer4,276,corridor-s,0.031989929648324436,scene
0,layer4,508,airplane,0.031980652163913145,object
0,layer4,286,torso,0.03197268416634526,part
0,layer4,464,head,0.031924303202076044,part
0,layer4,135,frilly,0.031902515209001114,texture
0,layer4,232,airplane,0.031888250059228955,object
0,layer4,217,water,0.03187619383017331,object
0,layer4,509,bed,0.03185941315648049,object
0,layer4,352,gauzy,0.031856801473070046,texture
0,layer4,364,lighthouse-s,0.03185385807506477,scene
0,layer4,73,polka-dotted,0.03171480816804757,texture
0,layer4,317,spiralled,0.03169854175852887,texture
0,layer4,345,woven,0.03166185639777321,texture
0,layer4,27,freckled,0.031648751214404594,texture
0,layer4,21,screen,0.031478448327773294,part
0,layer4,446,wheel,0.03145154010953282,part
0,layer4,187,road,0.03140819180063033,object
0,layer4,201,airplane,0.03126915014669721,object
0,layer4,241,torso,0.031150880980172282,part
0,layer4,500,dog,0.03096161316908286,object
0,layer4,316,zigzagged,0.03079811369307435,texture
0,layer4,65,swimming_pool-outdoor-s,0.03070359822725301,scene
0,layer4,52,skyscraper-s,0.03069038931119318,scene
0,layer4,14,jacuzzi-indoor-s,0.030686001244686907,scene
0,layer4,159,paisley,0.03045468181368952,texture
0,layer4,132,airplane,0.03040243561143456,object
0,layer4,116,pleated,0.03038306716699959,texture
0,layer4,231,airplane,0.0303036999756196,object
0,layer4,452,grooved,0.030298422721437308,texture
0,layer4,181,woven,0.03028669256265147,texture
0,layer4,109,bird,0.030283836627765886,object
0,layer4,390,street-s,0.030278025459747736,scene
0,layer4,388,airplane,0.030183520961169896,object
0,layer4,454,water_tower-s,0.030175128319753573,scene
0,layer4,441,screen,0.030039867749693923,part
0,layer4,23,waterfall-fan-s,0.03001865988820453,scene
0,layer4,310,torso,0.03001027259715393,part
0,layer4,348,highway-s,0.029996817266359818,scene
0,layer4,32,grooved,0.02995751751056568,texture
0,layer4,450,waterfall-fan-s,0.029902558290386273,scene
0,layer4,264,motorbike,0.029880227262645623,object
0,layer4,418,bathtub,0.029857620911287956,object
0,layer4,226,sea,0.029854353529564576,object
0,layer4,188,tower-s,0.029841148491738457,scene
0,layer4,403,utility_room-s,0.029837666534752717,scene
0,layer4,448,tower-s,0.029767068871608446,scene
0,layer4,435,bed,0.029654889456523635,object
0,layer4,269,head,0.02964179828876432,part
0,layer4,480,ceiling,0.029631776556157886,object
0,layer4,277,screen,0.029574106157212617,part
0,layer4,483,bird,0.029567187963395237,object
0,layer4,460,skyscraper,0.029493636008049003,object
0,layer4,97,headboard,0.029461538655159714,part
0,layer4,426,highway-s,0.02930613097517669,scene
0,layer4,308,meshed,0.02919569986092613,texture
0,layer4,191,laundromat-s,0.02919268783346453,scene
0,layer4,302,cracked,0.02911296223335397,texture
0,layer4,106,chequered,0.029112587684198728,texture
0,layer4,495,head,0.0291058040747082,part
0,layer4,92,dog,0.028996150669697244,object
0,layer4,224,grooved,0.028780453881146185,texture
0,layer4,339,sink,0.028754157559631285,object
0,layer4,40,water,0.028733199829324842,object
0,layer4,39,sprinkled,0.028732740615272503,texture
0,layer4,22,roof,0.028643661304859232,part
0,layer4,259,tower-s,0.028641623016688444,scene
0,layer4,238,bus,0.02853978351933761,object
0,layer4,153,airplane,0.02844748603489284,object
0,layer4,48,bed,0.02844254045662051,object
0,layer4,245,water_tower-s,0.028392766604698326,scene
0,layer4,143,woven,0.0283377781133228,texture
0,layer4,485,bed,0.028214548126377664,object
0,layer4,79,airplane,0.02814480801054788,object
0,layer4,481,water,0.028093302828100346,object
0,layer4,42,bird,0.028016948722578452,object
0,layer4,101,stairway,0.027913209955328654,object
0,layer4,150,street-s,0.027895762011528224,scene
0,layer4,359,lighthouse-s,0.027877263071682826,scene
0,layer4,170,knitted,0.0278609797073257,texture
0,layer4,469,torso,0.02785150087687661,part
0,layer4,31,corridor-s,0.027805037618580306,scene
0,layer4,494,torso,0.027719033543988095,part
0,layer4,184,skyscraper-s,0.027692074715071572,scene
0,layer4,471,house,0.027629950189365232,object
0,layer4,171,lighthouse-s,0.02752679684689562,scene
0,layer4,329,lighthouse-s,0.027339351611991122,scene
0,layer4,237,bird,0.027308188625582795,object
0,layer4,319,dog,0.02720597309874175,object
0,layer4,479,airplane,0.027189586538210426,object
0,layer4,29,airplane,0.027078480688644106,object
0,layer4,444,water_tower-s,0.027074345258701445,scene
0,layer4,91,corridor-s,0.027037202409530576,scene
0,layer4,80,grooved,0.026960683349018588,texture
0,layer4,416,screen,0.026929058679823654,part
0,layer4,176,bed,0.026857047278350366,object
0,layer4,10,water_tower-s,0.026830500259852497,scene
0,layer4,380,bed,0.026828011706031645,object
0,layer4,475,torso,0.026809395392407016,part
0,layer4,146,corridor-s,0.026780251111247426,scene
0,layer4,30,corridor-s,0.026775385114976354,scene
0,layer4,15,airplane,0.026766482260293444,object
0,layer4,326,bird,0.026691387695185725,object
0,layer4,78,waterfall-fan-s,0.02653418032767009,scene
0,layer4,512,sink,0.02635889616711599,object
0,layer4,160,screen,0.026348504039731213,part
0,layer4,247,airplane,0.026206248985946513,object
0,layer4,290,wheel,0.02614901408167726,part
0,layer4,34,airplane,0.0260982974577113,object
0,layer4,440,frilly,0.02597590765703363,texture
0,layer4,114,screen,0.025931841277110304,part
0,layer4,321,paisley,0.025791244425762416,texture
0,layer4,7,building,0.025787935229407005,object
0,layer4,122,screen,0.025765934672554933,part
0,layer4,293,washer,0.02572988626610327,object
0,layer4,49,potholed,0.02570774975899432,texture
0,layer4,368,gauzy,0.025627271925565638,texture
0,layer4,258,waffled,0.025577350998648107,texture
0,layer4,166,pleated,0.0254844327513116,texture
0,layer4,38,painting,0.0254419413817449,object
0,layer4,423,waterfall-fan-s,0.02538524090900528,scene
0,layer4,306,grooved,0.025366017654125102,texture
0,layer4,387,wheel,0.02535346657588016,part
0,layer4,70,horse,0.02532826129888396,object
0,layer4,208,bed,0.025309252884596466,object
0,layer4,252,swirly,0.025279603380575246,texture
0,layer4,41,bed,0.025034310709944524,object
0,layer4,363,building_facade-s,0.025033840495207686,scene
0,layer4,230,lighthouse-s,0.025033817403896003,scene
0,layer4,396,airplane,0.024941009931422276,object
0,layer4,350,motorbike,0.024871776199633853,object
0,layer4,496,torso,0.02486954237007662,part
0,layer4,119,tower-s,0.02486609823666432,scene
0,layer4,128,bed,0.024807588541596155,object
0,layer4,76,corridor-s,0.02478158864627753,scene
0,layer4,236,freckled,0.024679159021923955,texture
0,layer4,360,water_tower-s,0.024658044683196448,scene
0,layer4,242,lighthouse-s,0.024426766546972185,scene
0,layer4,203,pasture-s,0.024272448499467282,scene
0,layer4,13,road,0.024202063478172636,object
0,layer4,369,bathroom-s,0.024118052971173004,scene
0,layer4,172,grooved,0.02410461380578993,texture
0,layer4,233,cracked,0.02409059960672344,texture
0,layer4,163,bird,0.024048173254927585,object
0,layer4,437,pleated,0.024026843945707095,texture
0,layer4,409,airplane,0.024019351722311424,object
0,layer4,165,skyscraper-s,0.023959985471447547,scene
0,layer4,88,blotchy,0.023907866558875793,texture
0,layer4,12,cat,0.023799372664744703,object
0,layer4,110,corridor-s,0.023796479088226314,scene
0,layer4,59,wheel,0.023715437630319476,part
0,layer4,430,corridor-s,0.023704603187223477,scene
0,layer4,337,lighthouse-s,0.02364672959502141,scene
0,layer4,506,coast-s,0.023639968800804413,scene
0,layer4,484,lighthouse-s,0.023564757887746805,scene
0,layer4,127,headboard,0.023471147002484045,part
0,layer4,268,grooved,0.02327971169740391,texture
0,layer4,355,head,0.023270271586015582,part
0,layer4,66,water,0.023186612471506024,object
0,layer4,295,nursery-s,0.023147012555475972,scene
0,layer4,305,wheel,0.023110034963581116,part
0,layer4,476,person,0.023018922322078802,object
0,layer4,85,freckled,0.02297189695550351,texture
0,layer4,162,highway-s,0.022967287810754685,scene
0,layer4,131,body,0.02283900015965183,part
0,layer4,103,waterfall-fan-s,0.0226758062883746,scene
0,layer4,378,road,0.02264773752393126,object
0,layer4,400,swirly,0.022599173305708542,texture
0,layer4,341,airplane,0.02250598404688598,object
0,layer4,215,airplane,0.022448452129858503,object
0,layer4,289,dotted,0.0224097673574123,texture
0,layer4,491,frilly,0.022332092072450786,texture
0,layer4,389,gazebo-exterior-s,0.022200370340047414,scene
0,layer4,274,screen,0.022039818768960124,part
0,layer4,90,water,0.021770442942255535,object
0,layer4,145,bus,0.021674778170163517,object
0,layer4,141,door,0.021513280358464205,object
0,layer4,288,corridor-s,0.021502366306509806,scene
0,layer4,344,coast-s,0.021439573923713547,scene
0,layer4,501,wheel,0.02138763104239086,part
0,layer4,26,tower-s,0.02135195904633187,scene
0,layer4,351,torso,0.021251838546359533,part
0,layer4,28,jacuzzi-indoor-s,0.021091350763341066,scene
0,layer4,58,bed,0.02108718585972338,object
0,layer4,349,sprinkled,0.021052807288266365,texture
0,layer4,465,bathroom-s,0.020807751851362844,scene
0,layer4,433,body,0.020799984692564766,part
0,layer4,16,tower-s,0.02079864728705523,scene
0,layer4,197,cracked,0.020745741500523645,texture
0,layer4,63,mountain-s,0.02043798579916444,scene
0,layer4,505,water,0.020271678733999494,object
0,layer4,353,house,0.020209160096750427,object
0,layer4,263,water_tower-s,0.02012152993355175,scene
0,layer4,82,floor,0.019945195126337932,object
0,layer4,453,polka-dotted,0.019939210574013915,texture
0,layer4,497,corridor-s,0.01991518558284528,scene
0,layer4,442,airplane,0.019789515728149784,object
0,layer4,95,paisley,0.019741607387568434,texture
0,layer4,175,water_tower-s,0.019413803673005294,scene
0,layer4,257,corridor-s,0.01918366338981682,scene
0,layer4,239,car_interior-backseat-s,0.019059779839417243,scene
0,layer4,488,highway-s,0.01893496814138862,scene
0,layer4,330,escalator-outdoor-s,0.018849673989232894,scene
0,layer4,210,lake-natural-s,0.018737450012598293,scene
0,layer4,113,sea,0.018690686487929802,object
0,layer4,381,bathroom-s,0.01859331447530155,scene
0,layer4,67,crosshatched,0.018520835354654656,texture
0,layer4,173,zigzagged,0.018492856648279363,texture
0,layer4,120,arch-s,0.01847254017840492,scene
0,layer4,406,body,0.018333055731672505,part
0,layer4,133,bed,0.018172802248700815,object
0,layer4,412,castle-s,0.018133249379191873,scene
0,layer4,408,cobwebbed,0.01806612027765337,texture
0,layer4,314,gauzy,0.018058622123343762,texture
0,layer4,487,airplane,0.017669097249471973,object
0,layer4,56,cubicle-office-s,0.017515574672307955,scene
0,layer4,54,zigzagged,0.01741452240314218,texture
0,layer4,212,road,0.01730413081307184,object
0,layer4,35,car,0.01729748373397527,object
0,layer4,273,dotted,0.017105146816497465,texture
0,layer4,473,door,0.01710097906780971,object
0,layer4,309,dotted,0.017098200008200417,texture
0,layer4,407,building_facade-s,0.016926600273807747,scene
0,layer4,111,airplane,0.01687518133549017,object
0,layer4,482,sky,0.01675753951699078,object
0,layer4,96,bed,0.016578503720005248,object
0,layer4,46,cracked,0.016284286202789985,texture
0,layer4,404,head,0.015616617429542309,part
0,layer4,414,toilet,0.015514538038640628,object
0,layer4,148,crevasse-s,0.014992041130755281,scene
0,layer4,43,leg,0.014839901273649503,part
0,layer4,219,water_tower-s,0.01456354056763787,scene
0,layer4,64,torso,0.014526130568440316,part
0,layer4,86,fountain-s,0.013958531538012051,scene
0,layer4,333,wrestling_ring-indoor-s,0.01352158858655376,scene
0,layer4,256,bird,0.013034937269009205,object
0,layer4,105,airplane,0.01239318189177335,object
0,layer4,458,lake-natural-s,0.011083016438701628,scene
0,layer4,492,fire_escape-s,0.01047009964799096,scene
1,layer4,300,perforated,0.11424626103027068,texture
1,layer4,17,dotted,0.11075086772023837,texture
1,layer4,361,perforated,0.10794914587812524,texture
1,layer4,138,dotted,0.10366034062600926,texture
1,layer4,266,gauzy,0.09810964680278017,texture
1,layer4,318,gauzy,0.09404931134160857,texture
1,layer4,489,gauzy,0.09322627143438207,texture
1,layer4,88,cracked,0.0900566653115408,texture
1,layer4,297,gauzy,0.08911665262319508,texture
1,layer4,320,gauzy,0.08643940346964435,texture
1,layer4,234,ball_pit-s,0.08555770585664724,scene
1,layer4,222,grass,0.084692290208139,object
1,layer4,250,porous,0.08435438434106685,texture
1,layer4,394,cracked,0.08338305045560392,texture
1,layer4,27,perforated,0.08183012312064249,texture
1,layer4,174,perforated,0.08182422725164852,texture
1,layer4,99,dotted,0.07946868920529018,texture
1,layer4,79,dotted,0.07767679307065328,texture
1,layer4,58,lacelike,0.07655580307216134,texture
1,layer4,163,perforated,0.0759402032558513,texture
1,layer4,315,flecked,0.0701093515990632,texture
1,layer4,461,pitted,0.06879547490214843,texture
1,layer4,112,corridor-s,0.06864129962284772,scene
1,layer4,53,dotted,0.06791329134078429,texture
1,layer4,205,grass,0.06781255937531244,object
1,layer4,445,lacelike,0.06735128761381226,texture
1,layer4,338,dotted,0.0671607415774477,texture
1,layer4,282,marbled,0.0669920069482365,texture
1,layer4,323,polka-dotted,0.06685750510829834,texture
1,layer4,184,polka-dotted,0.06629415655600834,texture
1,layer4,327,bed,0.06602005522263689,object
1,layer4,38,perforated,0.06575955989364887,texture
1,layer4,420,grooved,0.06485570999231605,texture
1,layer4,362,dotted,0.06480507427313464,texture
1,layer4,164,gauzy,0.06471884569586968,texture
1,layer4,360,perforated,0.06451602198700071,texture
1,layer4,229,banded,0.06339086179797561,texture
1,layer4,22,forest-broadleaf-s,0.063335320552878,scene
1,layer4,137,lacelike,0.0632531315262465,texture
1,layer4,141,grooved,0.06315595307217134,texture
1,layer4,371,highway-s,0.06286392383671999,scene
1,layer4,317,perforated,0.06260642830447936,texture
1,layer4,21,dotted,0.06247376663866828,texture
1,layer4,77,perforated,0.062278291001695255,texture
1,layer4,104,sprinkled,0.06198323982410598,texture
1,layer4,96,perforated,0.06196878033691496,texture
1,layer4,192,ball_pit-s,0.061934936663736985,scene
1,layer4,319,pitted,0.0614990840209745,texture
1,layer4,235,sprinkled,0.06138205453210962,texture
1,layer4,93,lined,0.06091114989961392,texture
1,layer4,84,gauzy,0.06010643856441425,texture
1,layer4,417,gauzy,0.06010267094657487,texture
1,layer4,134,water,0.06004833823888189,object
1,layer4,215,dotted,0.0598729973963298,texture
1,layer4,140,bed,0.059696715677373405,object
1,layer4,496,dotted,0.05871251139910348,texture
1,layer4,173,dotted,0.05774753897042803,texture
1,layer4,118,perforated,0.057718627394056025,texture
1,layer4,60,gauzy,0.057375866906676204,texture
1,layer4,47,lined,0.05731096994520731,texture
1,layer4,415,grooved,0.057082387470897715,texture
1,layer4,120,perforated,0.05696820356609119,texture
1,layer4,424,perforated,0.05648766542622668,texture
